Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2001,2001,%,3.4,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2002,2002,%,3.6,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2003,2003,%,3.8,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2004,2004,%,4,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2005,2005,%,4.2,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2006,2006,%,4.4,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2007,2007,%,4.6,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2008,2008,%,4.9,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2009,2009,%,5.1,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2010,2010,%,5.4,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2011,2011,%,5.6,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2012,2012,%,5.9,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2013,2013,%,6.2,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2014,2014,%,6.5,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2015,2015,%,6.8,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2016,2016,%,7.1,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2000,2000,%,39.8,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2001,2001,%,38.7,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2002,2002,%,37.6,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2003,2003,%,36.6,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2004,2004,%,35.5,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2005,2005,%,34.3,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2006,2006,%,33.2,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2007,2007,%,32.1,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2008,2008,%,31,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2009,2009,%,30.1,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2010,2010,%,29.3,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2011,2011,%,28.7,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2012,2012,%,28.4,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2013,2013,%,28.2,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2014,2014,%,28.1,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2015,2015,%,28.1,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2016,2016,%,28.1,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2017,2017,%,28.2,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2018,2018,%,28.4,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2019,2019,%,28.7,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2000,2000,%,12.3,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2001,2001,%,12.3,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2002,2002,%,12.3,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2003,2003,%,12.3,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2004,2004,%,12.3,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2005,2005,%,12.2,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2006,2006,%,12.2,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2007,2007,%,12.1,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2008,2008,%,12,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2009,2009,%,12,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2010,2010,%,11.9,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2011,2011,%,11.8,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2012,2012,%,11.7,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2013,2013,%,11.6,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2014,2014,%,11.5,X,International reliable sources,
FS,Suite of Food Security Indicators,114,Kenya,6121,Value,21049,Prevalence of low birthweight (percent),2015,2015,%,11.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20002002,2000-2002,%,21.5,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20012003,2001-2003,%,22.9,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20022004,2002-2004,%,23.1,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20032005,2003-2005,%,21.7,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20042006,2004-2006,%,18.8,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20052007,2005-2007,%,15.7,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20062008,2006-2008,%,13.7,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20072009,2007-2009,%,11.6,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20082010,2008-2010,%,9.8,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20092011,2009-2011,%,8.8,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20102012,2010-2012,%,7.7,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20112013,2011-2013,%,6.7,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20122014,2012-2014,%,5.6,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20132015,2013-2015,%,5.4,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20142016,2014-2016,%,5.9,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20152017,2015-2017,%,6.9,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20162018,2016-2018,%,7.6,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20172019,2017-2019,%,7.9,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,%,8.7,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20142016,2014-2016,%,37.2,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20152017,2015-2017,%,42.6,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20162018,2016-2018,%,42.9,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20172019,2017-2019,%,44.9,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,%,47.8,F,FAO estimate,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2000,2000,%,1.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2005,2005,%,1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2007,2007,%,0.8,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2009,2009,%,0.6,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2010,2010,%,0.7,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2011,2011,%,0.4,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2012,2012,%,0.6,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,%,0.4,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2014,2014,%,0.6,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2015,2015,%,0.6,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2016,2016,%,0.6,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2017,2017,%,0.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2018,2018,%,0.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,%,0.4,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2000,2000,%,31.7,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2001,2001,%,31.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2002,2002,%,30.3,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2003,2003,%,29.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2004,2004,%,28.6,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2005,2005,%,28,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2006,2006,%,27,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2007,2007,%,26,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2008,2008,%,24.9,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2009,2009,%,23.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2010,2010,%,21.8,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2011,2011,%,20.3,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2012,2012,%,18.8,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,%,17.4,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2014,2014,%,16.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,2015,%,15,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,2016,%,13.9,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,2017,%,13,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,2018,%,12.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,%,11.4,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,2020,%,10.8,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2000,2000,%,9.8,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2001,2001,%,9.8,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2002,2002,%,9.7,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2003,2003,%,9.7,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2004,2004,%,9.6,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2005,2005,%,9.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2006,2006,%,9.4,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2007,2007,%,9.3,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2008,2008,%,9.2,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2009,2009,%,9.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2010,2010,%,9,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2011,2011,%,8.9,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2012,2012,%,8.7,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2013,2013,%,8.6,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2014,2014,%,8.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2015,2015,%,8.4,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2016,2016,%,8.3,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2017,2017,%,8.2,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2018,2018,%,8.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2019,2019,%,8.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2020,2020,%,8,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2000,2000,%,13.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2001,2001,%,13.9,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2002,2002,%,14.2,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2003,2003,%,14.6,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2004,2004,%,15,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2005,2005,%,15.3,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2006,2006,%,15.7,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2007,2007,%,16.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2008,2008,%,16.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2009,2009,%,16.9,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2010,2010,%,17.3,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2011,2011,%,17.7,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2012,2012,%,18.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2013,2013,%,18.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2014,2014,%,18.9,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2015,2015,%,19.3,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21042,Prevalence of obesity in the adult population (18 years and older),2016,2016,%,19.7,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2000,2000,%,32.4,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2001,2001,%,31.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2002,2002,%,30.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2003,2003,%,29.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2004,2004,%,28.5,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2005,2005,%,27.4,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2006,2006,%,26.3,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2007,2007,%,25.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2008,2008,%,24,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2009,2009,%,22.9,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2010,2010,%,22,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2011,2011,%,21.2,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2012,2012,%,20.6,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2013,2013,%,20.2,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2014,2014,%,20.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2015,2015,%,20.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2016,2016,%,20.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2017,2017,%,20.2,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2018,2018,%,20.4,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21043,Prevalence of anemia among women of reproductive age (15-49 years),2019,2019,%,20.6,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2000,2000,%,10.1,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2001,2001,%,10,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2002,2002,%,10,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2003,2003,%,9.9,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2004,2004,%,9.8,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2005,2005,%,9.8,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2006,2006,%,9.7,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2007,2007,%,9.7,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2008,2008,%,9.7,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2009,2009,%,9.6,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2010,2010,%,9.6,X,International reliable sources,
FS,Suite of Food Security Indicators,170,Peru,6121,Value,21049,Prevalence of low birthweight (percent),2011,2011,%,9.5,X,International reliable sources,
